,Shop,Address,Latitude,Longitude,Borough
243,Ginger & Bean,"3PA, 32 Plaistow Ln, Bromley BR1 3PA, UK",51.41422,0.0198214,Bromley
244,Golden Grain Cafe & Espresso Bar,"16 Kingsway, West Wickham BR4 9JB, UK",51.3691889,0.0011597,Bromley
245,Green Roof Cafe,"High Elms Country Park, Shire Ln, Orpington BR6 7JH, UK",51.3515868,0.0759488,Bromley
246,Greggs,"145 High St, Orpington BR6 0TW, UK",51.3777382,0.1011454,Bromley
247,Greggs Bromley,"112 High St, Bromley BR1 1HG, UK",51.4036823,0.0148854,Bromley
248,Greggs Orpington,"238 High St, Orpington BR6 0FS, UK",51.3761094,0.09937209999999999,Bromley
249,Greggs St. Pauls Cray,"113 Cotmandene Cres, Orpington BR5 2RB, UK",51.4036383,0.1060634,Bromley
250,Holwood Farm Shop,"Yellow Barn, New Rd Hill, Keston BR2 6AB, United Kingdom",51.347347,0.043419,Bromley
251,Insomnia Coffee Company,"162 High St, Bromley BR1 1HE, UK",51.4052077,0.014253,Bromley
252,Java & Chai Tea Room,"17 Station Approach, Bromley BR2 7EQ, UK",51.377142,0.011243,Bromley
253,Kelsey Park Cafe,"Inside Kelsey Park, Wickham Road, Beckenham, Kent BR3 6QH, United Kingdom",51.399758,-0.0200367,Bromley
254,Kent House Coffee And Flowers London,"Playfield Rd, London BR3 1JD, UK",51.4119254,-0.045497,Bromley
255,Love A Slice,"260 High St, Beckenham BR3 1DZ, UK",51.406728,-0.03029999999999999,Bromley
256,Love coffee!,"Orpington BR6 0TW, UK",51.377208,0.1019677,Bromley
257,Maidens Coffee,"135 Croydon Rd, Beckenham BR3 3RB, UK",51.3988176,-0.0417301,Bromley
258,Meant 2 Bean,"241 Croydon Rd, Beckenham BR3 3PS, UK",51.40239829999999,-0.0372005,Bromley
259,Mission Cafe,"8A The Mall, Bromley BR1 1TS, UK",51.4019739,0.0170332,Bromley
260,Montagu's,"26 London Rd, Bromley BR1 3QR, UK",51.409295,0.010782,Bromley
261,Nespresso Bromley,"The Glades Shopping Centre, Ground Floor, High St, Bromley BR1 1DN, United Kingdom",51.4033872,0.0151918,Bromley
262,Noname Café,"4 Crescent Way, Orpington BR6 9LP, UK",51.360738,0.0885575,Bromley
263,Novi & Co Espresso House Beckenham,"432 Croydon Rd, Beckenham BR3 4EP, UK",51.4069243,-0.0324456,Bromley
264,Oakley Coffee,"13 Chatsworth Parade, Orpington BR5 1DF, UK",51.38921080000001,0.07273389999999999,Bromley
265,Omega Cafe,"88 Croydon Rd, West Wickham BR4 9HY, UK",51.36996389999999,0.0027328,Bromley
266,Parc Franglaises,"94 Wickham Rd, Beckenham BR3 6QH, UK",51.399717,-0.018444,Bromley
267,Pearson & Hearn Cafe - Espresso Bar,"40 Mosslea Rd, Bromley BR2 9PS, UK",51.3908633,0.0376148,Bromley
268,Pret A Manger,"Nugent Shopping Park, Central Hub, Cray Ave, Orpington BR5 3RP, United Kingdom",51.3926393,0.1129682,Bromley
269,Pret A Manger,"86 High St, Bromley BR1 1EY, UK",51.402736,0.0151283,Bromley
270,Primo Caffe,"320 High St, Orpington BR6 0NG, UK",51.3740755,0.0978865,Bromley
271,Primo Caffe - West Wickham,"95 High St, West Wickham BR4 0LS, UK",51.3764239,-0.0193613,Bromley
272,Puccino's,"Station Approach, Orpington BR6 0ST, UK",51.3731293,0.0888374,Bromley
273,Rendezvous Caffe,"94 High St, Beckenham BR3 1ED, UK",51.4080039,-0.0255196,Bromley
274,Rule 19,"78 High St, London SE20 7HB, UK",51.4159464,-0.0548097,Bromley
275,Starbucks,"25 Market Square, Bromley BR1 1NA, UK",51.40532349999999,0.0155833,Bromley
276,Starbucks,"220 Beckenham High Street, London BR3 1EN, UK",51.40661799999999,-0.028772,Bromley
277,Starbucks Coffee,"31 High St, Bromley BR1 1LG, UK",51.40107159999999,0.0168667,Bromley
278,Starbucks Coffee,"Bromley - Glades Shopping Centre unit 220 BR1 1DN, United Kingdom",51.4044415,0.0162662,Bromley
279,Stonehenge Cafe,"161 High St, Bromley BR1 1NJ, UK",51.4053949,0.0149449,Bromley
280,Sue & Mems Cafe,"39 Mottingham Rd, Mottingham, London SE9 4QZ, UK",51.43716329999999,0.0438356,Bromley
281,Ted's Coffee Shop,"227A Southborough Ln, Bromley BR2 8AT, UK",51.3901179,0.05094,Bromley
282,The Drawing Room of Locksbottom,"405 Crofton Rd, Orpington BR6 8NL, UK",51.3670542,0.0550572,Bromley
283,The Langley Quarter coffee shop,"Eden Park Nurseries, 529 Upper Elmers End Rd, Beckenham BR3 3DE, UK",51.3907234,-0.0276398,Bromley
284,The Lavender House Cafe,"26 Plaistow Ln, Bromley BR1 3PA, UK",51.4143853,0.0194246,Bromley
285,The Lookout Cafe,"Maitland View, Westerham TN16 3BN, UK",51.321608,0.028986,Bromley
286,The Mobile Coffee Bean,"4 St Thomas' Dr, Orpington BR5 1HF, UK",51.3756936,0.07524979999999999,Bromley
287,Urban Kitchen,"9 High St, Bromley BR1 1LF, UK",51.4005199,0.0171989,Bromley
288,Waitrose & Partners Café,"45 Masons Hill, Bromley BR2 9HD, UK",51.3990557,0.01926,Bromley
289,Walnuts Cafe Chislehurst,"Royal Parade, Chislehurst BR7 6NR, UK",51.41177829999999,0.07525939999999999,Bromley
290,Wrattens Gift Shop & Cafe,"51 High St, Chislehurst BR7 5AF, UK",51.418046,0.067468,Bromley
291,easyCoffee Orpington,"UNIT 69, Walnut Cobblers, High St, Orpington BR6 0TW, UK",51.3763364,0.1013138,Bromley
292,the Orpington,"161 High St, Orpington BR6 0LW, UK",51.3774074,0.1006097,Bromley
293,Barista - On the other side,"116-118 Finchley Rd, South Hampstead, London NW3 5HT, UK",51.5466151,-0.1789874,Camden
294,Bear + Wolf,"153 Fortess Rd, Tufnell Park, London NW5 2HR, UK",51.556483,-0.1388617,Camden
295,Bloomsbury Coffee House,"20 Tavistock Pl, Kings Cross, London WC1H 9RE, UK",51.525181,-0.1264085,Camden
296,Box coffee,"Swiss Cottage undergrand, London NW3 6YH, United Kingdom",51.5433332,-0.1742876,Camden
297,Brew and Wild,"134 West End Ln, West Hampstead, London NW6 1SA, UK",51.5473227,-0.1909563,Camden
298,Buna Oromia Coffee,"154 Royal College St, Camden Town, London NW1 0TA, UK",51.541033,-0.137517,Camden
299,Bunny Yawn,"84 Heath St, London NW3 1DN, UK",51.55793269999999,-0.178362,Camden
300,Cafe Plus,"79 Mill Ln, West Hampstead, London NW6 1NB, UK",51.5520722,-0.1958635,Camden
301,Caffè Nero,"126 Tottenham Court Rd, Fitzrovia, London W1T 5AT, UK",51.5240191,-0.1377107,Camden
302,Caffè Nero,"11 Parkway, Camden Town, London NW1 7PG, UK",51.5386839,-0.1432971,Camden
303,Caffè Nero,"7 Jamestown Rd, Camden Town, London NW1 7BW, UK",51.5405101,-0.1447173,Camden
304,Caffè Nero,"167 Finchley Rd, South Hampstead, London NW3 6LB, UK",51.5453671,-0.1779615,Camden
305,Caffè Nero,"335 Kentish Town Rd, Kentish Town, London NW5 2TJ, UK",51.55039,-0.1409021,Camden
306,Caffè Nero,"264-266 West End Ln, West Hampstead, London NW6 1LJ, UK",51.55172200000001,-0.19171,Camden
307,Caffè Nero,"1 Hampstead High St, Hampstead, London NW3 1RG, UK",51.5554151,-0.1744544,Camden
308,Camden Coffee Co,"Camden Lock Pl, Camden Town, London NW1 8AH, UK",51.5414599,-0.1464722,Camden
309,Camden Coffee Co,"Unit 38-39, Camden Stables Market, Camden Town, London NW1 8AH, UK",51.5420455,-0.1469688,Camden
310,Camden Coffee House (Camden branch),"30 Camden Rd, Camden Town, London NW1 9DP, UK",51.539916,-0.141116,Camden
311,Casbah Coffee London,"91 Cricklewood Broadway, Cricklewood, London NW2 3JG, UK",51.5546371,-0.2132349,Camden
312,Chocolarr Ltd,"98 Boundary Rd, St John's Wood, London NW8 0RH, UK",51.53771709999999,-0.1850655,Camden
313,Churros London (Churros Camden Ltd),"315 Stables Market, Chalk Farm Rd, London NW1 8AH, United Kingdom",51.541683,-0.1462354,Camden
314,Closed,"Natwest Bank (Red Phone Box, 25 Hampstead High St, Hampstead, London NW3 1QJ, UK",51.555858,-0.176649,Camden
315,Coffee Bar,"Highgate, London NW5 1RN, UK",51.559341,-0.1526814,Camden
316,"Coffee, Cake & Kisses","54 Warren St, Fitzrovia, London W1T 5NN, UK",51.524174,-0.140051,Camden
317,Costa Coffee,"86 Hatton Garden, Holborn, London EC1N 8QQ, UK",51.5197009,-0.1085749,Camden
318,Costa Coffee,"190 Tottenham Court Rd, Bloomsbury, London W1T 7PH, UK",51.5216663,-0.1351028,Camden
319,Costa Coffee,"176 Kilburn High Rd, Kilburn, London NW6 4JD, UK",51.5408567,-0.1965376,Camden
320,Costa Coffee,"Units 1, 2, 35 Camden Rd, London NW1 9LR, UK",51.5412695,-0.1391837,Camden
321,Costa Coffee,"20 Chalk Farm Rd, Camden Town, London NW1 8AG, UK",51.5423439,-0.1465609,Camden
322,Costa Coffee,"98 Finchley Rd, London NW3 5EL, UK",51.5424017,-0.174872,Camden
323,Costa Coffee,"Harben Parade, Finchley Rd, South Hampstead, London NW3 6JP, UK",51.5449006,-0.1769685,Camden
324,Costa Coffee,"203 West End Ln, West Hampstead, London NW6 2LJ, UK",51.5478106,-0.1912409,Camden
325,Costa Coffee,"307 - 309 Kentish Town Rd, Kentish Town, London NW5 2TJ, UK",51.5496227,-0.1410613,Camden
326,Costa Coffee,"163 Fortess Rd, Tufnell Park, London NW5 2HR, UK",51.5567521,-0.138752,Camden
327,Doppio Coffee Warehouse Kentish Town,"177 Kentish Town Rd, Camden Town, London NW1 8PD, UK",51.5461514,-0.1420149,Camden
328,EAT.,"Regent's Place, 350 Euston Rd, London NW1 3AX, United Kingdom",51.5242155,-0.1422452,Camden
329,GAIL's Bakery Hampstead,"64 Hampstead High St, London NW3 1QH, UK",51.55614000000001,-0.1778981,Camden
330,Ginger & White,"4a-5a Perrin's Ct, London NW3 1QS, UK",51.5554686,-0.1780653,Camden
331,Guy Gold Coffee Bar & Treatment Rooms,"85 Jamestown Rd, Camden Town, London NW1 7DB, UK",51.5399077,-0.1476548,Camden
332,Highstone Brew,"90 Camden Rd, London NW1 9EA, UK",51.541232,-0.1386604,Camden
333,Inhabition Coffee Shop,"15 Chalk Farm Rd, Camden Town, London NW1 8AG, UK",51.5420914,-0.1460918,Camden
334,Les Filles,"95-, 97 Heath St, London NW3 6SS, United Kingdom",51.5590909,-0.1785917,Camden
335,Little Oak Coffee,"1A Mansfield Rd, Gospel Oak, London NW3 2JD, UK",51.554924,-0.150882,Camden
336,Loft Coffee Company,"4 Canfield Gardens, South Hampstead, London NW6 3BS, UK",51.5467458,-0.1804691,Camden
337,New York Coffee,"39 Chalk Farm Rd, Chalk Farm, London NW1 8AJ, UK",51.5428758,-0.1482772,Camden
338,Oak Tree Cafe,"66 Chester Rd, Highgate, London N19 5BZ, UK",51.563926,-0.143352,Camden
339,One Shot Coffee,"82 Parkway, Camden Town, London NW1 7AN, UK",51.537703,-0.145394,Camden
340,PAUL Hampstead,"43 Hampstead High St, London NW3 1QG, UK",51.5563695,-0.1779355,Camden
341,Pamban Chai & Coffee House,"Camden Market, North Yard, Chalk Farm Rd, Camden NW1 8AH, UK",51.54264370000001,-0.1485879,Camden
342,Prufrock Coffee,"23-25 Leather Ln, Holborn, London EC1N 7TE, UK",51.5199071,-0.1094542,Camden
343,Rustique Cafe,"142 Fortess Rd, Tufnell Park, London NW5 2HP, UK",51.5562293,-0.1387125,Camden
344,SOHO Coffee Co.,"255 Finchley Rd, London NW3 6LU, UK",51.5480099,-0.1811923,Camden
345,Saint Espresso & Kitchen,"296 Kentish Town Rd, Kentish Town, London NW5 2TG, UK",51.5510663,-0.1404545,Camden
346,Starbucks,"Lock Keeper's Cottage, 289 Camden High St, Camden Town, London NW1 7BX, UK",51.541073,-0.1453351,Camden
347,Starbucks,"Swiss Cottage, O2 Centre, 255 Finchley Rd, London NW3 6LU, UK",51.5477021,-0.1825006,Camden
348,Starbucks,"201A West End Ln, West Hampstead, London NW6 2LJ, UK",51.5477487,-0.191241,Camden
349,Starbucks Coffee,"Unit 1A Euston Tower Podium, Regents Place, London NW1 3DP, United Kingdom",51.5251248,-0.1393321,Camden
350,Starbucks Coffee,"24-32 Kilburn High Rd, North Maida Vale, London NW6 5UA, UK",51.5365863,-0.191494,Camden
351,Starbucks Coffee,"4/6 Parkway, Camden Town, London NW1 7AA, UK",51.53893679999999,-0.1432212,Camden
352,Streets Coffee,"289 Finchley Rd, West Hampstead, London NW3 6LU, UK",51.5493418,-0.1818212,Camden
353,TAP Coffee No.114,"114 Tottenham Court Rd, Fitzrovia, London W1T 5AH, UK",51.523307,-0.137212,Camden
354,The Coffee Cup,"74 Hampstead High St, London NW3 1QX, UK",51.5557348,-0.1771854,Camden
355,The Coffee Jar,"83 Parkway, Camden Town, London NW1 7PP, UK",51.5372735,-0.1454278,Camden
356,The Coffee Kitchen,"338 Kilburn High Rd, Kilburn, London NW6 2QN, UK",51.54570769999999,-0.2021636,Camden
357,The Espresso Bar,"The Broad Walk, London NW1 4NU, UK",51.5286362,-0.1488777,Camden
358,The Little One Coffee Shop,"115a Regent's Park Rd, Primrose Hill, London NW1 8UR, UK",51.54255,-0.155672,Camden
359,The Old Dairy,"35 Conway St, Fitzrovia, London W1T 6BW, UK",51.523609,-0.141631,Camden
360,Warren's Sandwich Bar,"13 Warren St, Fitzrovia, London W1T 5LH, UK",51.5241893,-0.1388438,Camden
361,Wired co.,"194 Broadhurst Gardens, West Hampstead, London NW6 3AY, UK",51.5464816,-0.1905667,Camden
362,Alchemy Café - Hand Roasted Specialty Coffee,"8 Ludgate Broadway, London EC4V 6DX, UK",51.5134109,-0.102602,City of London
363,Association Coffee,"10-12 Creechurch Ln, London EC3A 5AY, UK",51.5136367,-0.0791389,City of London
364,Carter Lane Coffee House,"50A Carter Ln, London EC4V 5EA, UK",51.513309,-0.101598,City of London
365,Coffee Republic,"Unit 165A, Blackfriars Station, Queen Victoria St, London EC4V 4DY, UK",51.5119072,-0.1035636,City of London
366,Costa Coffee,"13 New Bridge St, London EC4V 6AF, UK",51.5131108,-0.1044425,City of London
367,Costa Coffee,"18 Liverpool St, London EC2M 7PD, UK",51.5178483,-0.08262069999999999,City of London
368,Curators Coffee Studio,"9A Cullum St, London EC3M 7JJ, UK",51.5120734,-0.082726,City of London
369,Notes Coffee Roasters & Bar,"Swiss Re, 30 St Mary Axe, London EC3A 8BF, UK",51.5144712,-0.0803381,City of London
370,Notes Coffee Roasters & Bar,"Citypoint, 1 Ropemaker St, London EC2Y 9AW, UK",51.519097,-0.089837,City of London
371,Saint Bride Press,"11 St Bride St, London EC4A 4AS, UK",51.5145419,-0.1050056,City of London
372,Starbucks,"48-50 Minories, London EC3N 1JJ, UK",51.5115271,-0.0750917,City of London
373,Starbucks Coffee,"3 Tower Place East Building, London EC3R 5BT, United Kingdom",51.5084762,-0.0791728,City of London
374,The Fleet Street Press,"3 Fleet St, Temple, London EC4Y 1AU, UK",51.5136287,-0.1116082,City of London
375,The Secret Frog Coffee Co,"28-30 Houndsditch, London EC3A 7DB, UK",51.51470699999999,-0.078049,City of London
376,Buongiorno Cafeteria,"20E Selsdon Rd, South Croydon CR2 6PA, UK",51.3627061,-0.0970949,Croydon
377,Cafe Mimosa,"35 Station Rd, South Norwood, London SE25 5AH, UK",51.3976278,-0.0750868,Croydon
378,Caffè Nero,"44 George St, Croydon CR0 1PB, UK",51.3738783,-0.09842200000000001,Croydon
379,Caffè Nero,"93 George St, Croydon CR0 1LD, UK",51.3746535,-0.0944905,Croydon
380,Caffè Nero,"East Croydon Railway Station, George St, Croydon CR0 1LF, UK",51.3750604,-0.0923629,Croydon
381,Caffè Nero,"House of Fraser, Centrale Shopping Centre, N End, Croydon CR0 1TY, UK",51.3755791,-0.1031075,Croydon
382,Caffè Nero,"10 Westow Hill, Upper Norwood, London SE19 1RX, UK",51.4197196,-0.0824877,Croydon
383,Caffè Nero Coulsdon,"132A Brighton Rd, Coulsdon CR5 2ND, UK",51.3213885,-0.1377893,Croydon
384,Camden Coffee House - Croydon,"Unit 1142, Whitgift Centre, 21 N End, Croydon CR0 1XB, UK",51.3752528,-0.0998321,Croydon
385,Cappuccino Coffee Shop,"1447A London Rd, Norbury, London SW16 4AQ, UK",51.4097504,-0.1225001,Croydon
386,Chalk Coffee & Creativity,"222 Addington Rd, South Croydon CR2 8LD, UK",51.344713,-0.0600473,Croydon
387,Cloud Central Discount Vape Store & Coffee Bar,"Skunk House, 213 High Street, (Behind Dominos Pizza next to Tesco Express),, High Street, Croydon CR0 1QR, United Kingdom",51.369778,-0.099104,Croydon
388,Coach House Cafe,"Coombe Wood, Conduit Ln, Croydon CR0 5RQ, UK",51.362354,-0.06827960000000001,Croydon
389,Coffee Shotter,"71 High St, Croydon CR0 1QE, UK",51.3713886,-0.1001192,Croydon
390,Coffee Village,"9 Saffron Central Square, Croydon CR0 2FT, UK",51.3792832,-0.09921959999999999,Croydon
391,Coffee Zone,"38 Brigstock Rd, Thornton Heath CR7 8RX, UK",51.39851059999999,-0.1001376,Croydon
392,Costa Coffee,"25 Limpsfield Rd, South Croydon CR2 9LA, UK",51.334034,-0.076595,Croydon
393,Costa Coffee,"950 Brighton Rd, Purley CR8 2LP, UK",51.3390236,-0.1163884,Croydon
394,Costa Coffee,"17 Central Parade, New Addington, Croydon CR0 0JB, UK",51.3420508,-0.0157657,Croydon
395,Costa Coffee,"172 Addington Rd, South Croydon CR2 8LB, UK",51.3437419,-0.06180070000000001,Croydon
396,Costa Coffee,"Collonades Leisure Park, Purley Way, Croydon CR0 4RQ, United Kingdom",51.3558406,-0.1154869,Croydon
397,Costa Coffee,"Ground Floor, 11-19 N End, Croydon CR9 1RQ, UK",51.3743756,-0.1012443,Croydon
398,Costa Coffee,"East Croydon Station CR0 1LF, United Kingdom",51.3750472,-0.0931427,Croydon
399,Costa Coffee,"Mall Cafe Unit, Croydon Whitgift Centre, Whitgift St, London, Croydon CR0 1LP, UK",51.3750947,-0.1000562,Croydon
400,Costa Coffee,"129-131 N End, Croydon CR0 1TL, UK",51.37595049999999,-0.1023548,Croydon
401,Costa Coffee,"251- 253 Selhurst Rd, South Norwood, London SE25 6XS, UK",51.3982326,-0.0771985,Croydon
402,Costa Coffee,"102 High St, Croydon, Thornton Heath CR7 8LF, UK",51.398927,-0.0977159,Croydon
403,Costa Coffee,"1411-1413 London Rd, Norbury, London SW16 4AH, UK",51.4087714,-0.1223289,Croydon
404,Costa Coffee,"27 Westow St, Crystal Palace, London SE19 3RY, UK",51.4186957,-0.08236059999999999,Croydon
405,Crushed Bean,"81 High St, Croydon CR0 1QE, UK",51.3711365,-0.1001019,Croydon
406,Dalhousie,"1 Westow St, Upper Norwood, London SE19 3RY, UK",51.419245,-0.0827164,Croydon
407,Dinners Delight Cafe,"107 High St, Thornton Heath CR7 8RZ, UK",51.3987488,-0.0979627,Croydon
408,Elly's Cafe,"288A Brighton Rd, South Croydon CR2 6AG, UK",51.3525048,-0.0985302,Croydon
409,Four Boroughs,"10 Church Rd, Upper Norwood, London SE19 2ET, UK",51.4194623,-0.0789797,Croydon
410,Greggs,"33 Central Parade, New Addington, Croydon CR0 0JD, UK",51.3415571,-0.0147411,Croydon
411,Greggs Lower Addiscombe,"251 Lower Addiscombe Rd, Croydon CR0 6RD, UK",51.3806632,-0.07223159999999999,Croydon
412,Greggs Thornton Heath Pond,"768 London Rd, Thornton Heath CR7 6JA, UK",51.39382790000001,-0.1140307,Croydon
413,Greggs West Croydon,"10 London Rd, Croydon CR0 2TA, UK",51.3784456,-0.102885,Croydon
414,Grão de Café,"257 Brighton Rd, South Croydon CR2 6EL, UK",51.3542853,-0.09760730000000001,Croydon
415,Lord Roberts on The Green,"19 Upper Woodcote Village, Purley CR8 3HF, UK",51.3337809,-0.1381055,Croydon
416,Lupita Coffee House,"4 High St, Purley CR8 2AA, UK",51.3377415,-0.1153784,Croydon
417,Planet of the beans,"Selsdon Parade, 8, Addington Rd, South Croydon CR2 8LH, United Kingdom",51.3442416,-0.0614691,Croydon
418,"Priscilla's Tea Room Sanderstead, Café & Bakery","52 Limpsfield Rd, South Croydon CR2 9LH, UK",51.3333744,-0.0766451,Croydon
419,Roasted Bean,"23 Westow St, Upper Norwood, London SE19 3RY, UK",51.4187912,-0.0825021,Croydon
420,Shakeaway Croydon,"Valley Park Leisure Centre, Hesterman Way, Croydon CR0 4YA, UK",51.3777038,-0.1254677,Croydon
421,Smoketronics Vape & Coffee Shop (Addiscombe),"273 Lower Addiscombe Rd, Croydon CR0 6RD, UK",51.380928,-0.07142899999999999,Croydon
422,Smoothbean,"2-3 Dingwall Rd, Croydon CR0 2NA, UK",51.37510899999999,-0.094649,Croydon
423,Starbucks,"Centrale Shopping Centre Unit 79 CR0 1TY, United Kingdom",51.3759017,-0.1031395,Croydon
424,Starbucks,"Station Approach, ENG, Croydon CRO 1LF, UK",51.3762944,-0.09298719999999999,Croydon
425,Starbucks Coffee,"Station Approach, Croydon CR0 1LF, UK",51.3749772,-0.0928856,Croydon
426,Stuffins,"2 Mint Walk, Croydon CR0 1EA, UK",51.3716009,-0.1000148,Croydon
427,The Little Coffee Shop,"107 Sanderstead Rd, South Croydon CR2 0PJ, UK",51.3508883,-0.0963713,Croydon
428,The Railway Cafe Bar London,"The Railway Cafe Bar, 1480 London Rd, Norbury, London SW16 4BT, UK",51.4119921,-0.1233797,Croydon
429,Triple Two Coffee Croydon,"33 George St, Croydon CR0 1LB, UK",51.3741996,-0.0977765,Croydon
430,ZAN Coffee Shop,"Croydon CR0 2RB, UK",51.3788856,-0.1014442,Croydon
431,11 Coffee & Co,"11 Queen's Dr, Ealing, London W5 3HU, UK",51.5169791,-0.290404,Ealing
432,Artisan Coffee School,"32 New Broadway, Ealing, London W5 2XA, UK",51.51313769999999,-0.3066934,Ealing
433,Beehive,"26 The Green, Ealing, London W5 5DA, UK",51.51044419999999,-0.3054453,Ealing
434,Brokengate cafe',"1229 Greenford Rd, Greenford UB6 0HY, UK",51.5557478,-0.3367534,Ealing
435,Buono,"47 Churchfield Rd, Acton, London W3 6AY, UK",51.5085275,-0.2656729,Ealing
436,Burnt Norton,"18 St Mary's Rd, Ealing, London W5 5ES, UK",51.507346,-0.305277,Ealing
437,Cafe Lounge,"27 The Broadway, Greenford UB6 9PN, UK",51.52784219999999,-0.3543938,Ealing
438,Cafe Ola,"34 Chase Rd, Park Royal, London NW10 6BB, UK",51.5267761,-0.2598009,Ealing
439,Cafe Zee,"5 New Broadway, Ealing, London W5 5AW, UK",51.5129977,-0.305066,Ealing
440,Caffè Nero,"51 New Broadway, Ealing, London W5 5AH, UK",51.5127161,-0.3071021,Ealing
441,Caffè Nero,"34 The Broadway, Ealing, London W5 2NP, UK",51.5140819,-0.3021354,Ealing
442,Casa Bardotti,"Unit 7, 9-17 Park Royal Rd, Park Royal, London NW10 7LQ, UK",51.5255957,-0.2658635,Ealing
443,Cinnamon,"90 Pitshanger Ln, Ealing, London W5 1QX, UK",51.5261487,-0.3139986,Ealing
444,Clocktower Cafe,"151 Uxbridge Rd, Hanwell, London W7 3SP, UK",51.5090705,-0.3380628,Ealing
445,Costa Coffee,"92 S Ealing Rd, Ealing, London W5 4QG, UK",51.50066289999999,-0.3067321,Ealing
446,Costa Coffee,"114-116 High St, Acton, London W3 6QX, UK",51.5069382,-0.2693421,Ealing
447,Costa Coffee,"Ealing Hospital, Uxbridge Rd, Southall UB1 3HW, UK",51.507341,-0.3464737,Ealing
448,Costa Coffee,"437 Uxbridge Rd, Ealing Common, London W5 3NT, UK",51.5099697,-0.2875191,Ealing
449,Costa Coffee,"Broadway, Ealing, London W13 0UF, UK",51.5103668,-0.3236589,Ealing
450,Costa Coffee,"Ealing Broadway Shopping Centre, High St, London W5 5JY, United Kingdom",51.5126576,-0.304293,Ealing
451,Costa Coffee,"Ealing Broadway Station, New Broadway, Ealing, London W5 2NU, UK",51.5127426,-0.3043935,Ealing
